SEQ='N '     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  94468457.0   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   376     3    2S2 2P2 7D1         (2)2( 4.5)  4793342.7 
   377     2    2S2 2P2 8P1         (2)3( 6.5)  4796360.1 
   378     2    2S2 2P2 8P1         (2)2( 4.5)  4796709.9 
   379     2    2S2 2P2 8P1         (2)1( 2.5)  4797401.6 
   380     6    2S1 2P3 5D1         (4)2( 9.5)  4797962.2 
   381     3    2S2 2P2 7F1         (2)3( 6.5)  4797983.2 
   382     3    2S2 2P2 7G1         (2)4( 8.5)  4798246.7 
   383     3    2S2 2P2 7H1         (2)5(10.5)  4798442.7 
   384     3    2S2 2P2 7I1         (2)6(12.5)  4798530.1 
   385     2    2S2 2P2 8D1         (2)4( 8.5)  4802627.8 
   386     2    2S2 2P2 8D1         (2)3( 6.5)  4802666.1 
   387     2    2S2 2P2 8D1         (2)2( 4.5)  4803162.8 
   388     2    2S2 2P2 8D1         (2)1( 2.5)  4803773.2 
   389     2    2S2 2P2 8D1         (2)0( 0.5)  4804135.6 
   390     2    2S2 2P2 8F1         (2)4( 8.5)  4805671.0 
   391     2    2S2 2P2 8F1         (2)3( 6.5)  4805802.2 
   392     2    2S2 2P2 8F1         (2)5(10.5)  4806215.8 
   393     2    2S2 2P2 8F1         (2)2( 4.5)  4806242.4 
   394     2    2S2 2P2 8G1         (2)2( 4.5)  4806243.7 
   395     2    2S2 2P2 8G1         (2)3( 6.5)  4806243.7 
   396     2    2S2 2P2 8G1         (2)4( 8.5)  4806243.7 
   397     2    2S2 2P2 8G1         (2)5(10.5)  4806243.7 
   398     2    2S2 2P2 8G1         (2)6(12.5)  4806243.7 
   399     2    2S2 2P2 8H1         (2)3( 6.5)  4806374.9 
   400     2    2S2 2P2 8H1         (2)4( 8.5)  4806374.9 
   401     2    2S2 2P2 8H1         (2)5(10.5)  4806374.9 
   402     2    2S2 2P2 8H1         (2)6(12.5)  4806374.9 
   403     2    2S2 2P2 8H1         (2)7(14.5)  4806374.9 
   404     2    2S2 2P2 8I1         (2)4( 8.5)  4806433.5 
   405     2    2S2 2P2 8I1         (2)5(10.5)  4806433.5 
   406     2    2S2 2P2 8I1         (2)6(12.5)  4806433.5 
   407     2    2S2 2P2 8I1         (2)7(14.5)  4806433.5 
   408     2    2S2 2P2 8I1         (2)8(16.5)  4806433.5 
   409     2    2S2 2P2 8J1         (2)5(10.5)  4806463.5 
   410     2    2S2 2P2 8J1         (2)6(12.5)  4806463.5 
   411     2    2S2 2P2 8J1         (2)7(14.5)  4806463.5 
   412     2    2S2 2P2 8J1         (2)8(16.5)  4806463.5 
   413     2    2S2 2P2 8J1         (2)9(18.5)  4806463.5 
   414     2    2S2 2P2 8F1         (2)1( 2.5)  4806691.7 
   415     6    2S1 2P3 5F1         (4)3(13.5)  4810481.0 
   416     4    2S1 2P3 7S1         (6)0( 2.5)  4821861.7 
   417     4    2S1 2P3 7S1         (4)0( 1.5)  4824980.9 
   418     4    2S1 2P3 7P1         (6)1( 8.5)  4830872.0 
   419     4    2S1 2P3 7P1         (4)1( 5.5)  4834004.9 
   420    10    2P4 4P1             (2)0( 0.5)  4839698.7 
   421     4    2S1 2P3 7D1         (6)2(14.5)  4839803.7 
   422     4    2S1 2P3 7D1         (4)2( 9.5)  4844088.4 
   423     4    2S1 2P3 7F1         (6)3(20.5)  4845671.2 
   424     4    2S1 2P3 7G1         (6)4(26.5)  4846190.0 
   425     4    2S1 2P3 7G1         (4)4(17.5)  4846190.0 
   426     4    2S1 2P3 7H1         (6)5(32.5)  4846385.9 
   427     4    2S1 2P3 7H1         (4)5(21.5)  4846385.9 
   428     4    2S1 2P3 7F1         (4)3(13.5)  4846401.8 
   429     4    2S1 2P3 7I1         (6)6(38.5)  4846473.4 
   430     4    2S1 2P3 7I1         (4)6(25.5)  4846473.4 
   431     3    2S2 2P2 8S1         (2)0( 0.5)  4858255.5 
   432     3    2S2 2P2 8P1         (2)1( 2.5)  4864414.0 
   433     3    2S2 2P2 8D1         (2)2( 4.5)  4870675.0 
   434     3    2S2 2P2 8F1         (2)3( 6.5)  4873766.0 
   435     3    2S2 2P2 8G1         (2)4( 8.5)  4873964.7 
   436     3    2S2 2P2 8H1         (2)5(10.5)  4874095.9 
   437     3    2S2 2P2 8I1         (2)6(12.5)  4874154.5 
   438     3    2S2 2P2 8J1         (2)7(14.5)  4874184.5 
   439     8    2S1 2P3 5S1         (4)0( 1.5)  4888098.4 
   440     4    2S1 2P3 8S1         (6)0( 2.5)  4905767.7 
   441     4    2S1 2P3 8S1         (4)0( 1.5)  4907802.0 
   442     4    2S1 2P3 8P1         (6)1( 8.5)  4911739.3 
   443     8    2S1 2P3 5P1         (4)1( 5.5)  4912287.0 
   444     4    2S1 2P3 8P1         (4)1( 5.5)  4913797.9 
   445     5    2S1 2P3 6P1         (4)1( 5.5)  4915759.0 
   446     4    2S1 2P3 8D1         (6)2(14.5)  4917645.8 
   447     4    2S1 2P3 8D1         (4)2( 9.5)  4920479.4 
   448     4    2S1 2P3 8F1         (6)3(20.5)  4921535.5 
   449     4    2S1 2P3 8G1         (6)4(26.5)  4921908.0 
   450     4    2S1 2P3 8G1         (4)4(17.5)  4921908.0 
   451     4    2S1 2P3 8H1         (6)5(32.5)  4922039.2 
   452     4    2S1 2P3 8H1         (4)5(21.5)  4922039.2 
   453     4    2S1 2P3 8F1         (4)3(13.5)  4922041.1 
   454     4    2S1 2P3 8I1         (6)6(38.5)  4922097.8 
   455     4    2S1 2P3 8I1         (4)6(25.5)  4922097.8 
   456     4    2S1 2P3 8J1         (6)7(44.5)  4922127.8 
   457     4    2S1 2P3 8J1         (4)7(29.5)  4922127.8 
   458     5    2S1 2P3 6D1         (4)2( 9.5)  4928017.5 
   459     5    2S1 2P3 6F1         (4)3(13.5)  4935793.2 
   460     6    2S1 2P3 6P1         (4)1( 5.5)  4982530.5 
   461     6    2S1 2P3 6D1         (4)2( 9.5)  4996989.6*
   462     5    2S1 2P3 7P1         (4)1( 5.5)  5040172.9*
   463     5    2S1 2P3 7D1         (4)2( 9.5)  5047795.4*
   464     5    2S1 2P3 7F1         (4)3(13.5)  5052640.7*
   465     6    2S1 2P3 7P1         (4)1( 5.5)  5107499.9*
   466     8    2S1 2P3 6S1         (4)0( 1.5)  5110360.3*
   467     6    2S1 2P3 7D1         (4)2( 9.5)  5116457.9*
   468     5    2S1 2P3 8P1         (4)1( 5.5)  5120185.6*
   469     5    2S1 2P3 8D1         (4)2( 9.5)  5125246.6*

   N-SHELL INDEXING                                     NREP= 42
   ----------------
   IREP    N
   -----   -
     1     1
     2     2
     3     3
     4     4
     5     5
     6     6
     7     7
     8     8
     9     9
    10    10
    11    11
    12    12
    13    13
    14    14
    15    15
    16    16
    17    18
    18    20
    19    22
    20    25
    21    29
    22    35
    23    39
    24    45
    25    49
    26    55
    27    61
    28    70
    29    81
    30   100
    31   115
    32   140
    33   162
    34   200
    35   235
    36   300
    37   353
    38   450
    39   535
    40   700
    41   811
    42   999



 --------------------------------
 PRTI= 1  TRMPRT= (3P)  SPNPRT= 3

   INDX TE=  1.44E+03  2.88E+03  7.20E+03  1.44E+04  2.88E+04  7.20E+04  1.44E+05  2.88E+05  7.20E+05  1.44E+06
   ---- ---  2.88E+06  7.20E+06  1.44E+07  2.88E+07  7.20E+07  1.44E+08  2.88E+08  7.20E+08  1.44E+09
     1       1.21E-11  8.58E-12  5.42E-12  3.83E-12  2.70E-12  1.70E-12  1.19E-12  8.29E-13  5.00E-13  3.30E-13
             2.07E-13  1.01E-13  5.38E-14  2.63E-14  9.04E-15  3.74E-15  1.47E-15  4.04E-16  1.48E-16
     2       1.43E-11  1.01E-11  6.38E-12  4.51E-12  3.18E-12  2.00E-12  1.41E-12  9.78E-13  5.91E-13  3.91E-13
             2.47E-13  1.22E-13  6.49E-14  3.18E-14  1.10E-14  4.56E-15  1.79E-15  4.95E-16  1.82E-16
     3       8.56E-12  6.05E-12  3.82E-12  2.70E-12  1.91E-12  1.20E-12  8.42E-13  5.86E-13  3.55E-13  2.35E-13
             1.49E-13  7.35E-14  3.93E-14  1.93E-14  6.69E-15  2.78E-15  1.09E-15  3.02E-16  1.11E-16
     4       7.26E-14  5.14E-14  3.25E-14  2.30E-14  1.63E-14  1.03E-14  7.34E-15  5.25E-15  3.41E-15  2.50E-15
             1.86E-15  1.24E-15  8.81E-16  5.87E-16  3.02E-16  1.65E-16  8.35E-17  3.03E-17  1.31E-17
     7       2.95E-14  2.08E-14  1.32E-14  9.33E-15  6.61E-15  4.20E-15  2.99E-15  2.15E-15  1.41E-15  1.05E-15
             7.97E-16  5.53E-16  4.03E-16  2.74E-16  1.44E-16  7.98E-17  4.06E-17  1.49E-17  6.44E-18
     8       9.70E-16  6.86E-16  4.34E-16  3.07E-16  2.17E-16  1.37E-16  9.69E-17  6.84E-17  4.28E-17  2.96E-17
             1.98E-17  1.07E-17  6.09E-18  3.16E-18  1.15E-18  4.91E-19  1.97E-19  5.53E-20  2.04E-20
     9       2.24E-12  1.58E-12  1.00E-12  7.07E-13  5.00E-13  3.17E-13  2.25E-13  1.59E-13  1.02E-13  7.23E-14
             5.11E-14  3.14E-14  2.08E-14  1.31E-14  6.35E-15  3.38E-15  1.67E-15  5.98E-16  2.57E-16
    10       1.07E-12  7.59E-13  4.80E-13  3.40E-13  2.40E-13  1.52E-13  1.08E-13  7.68E-14  4.91E-14  3.51E-14
             2.49E-14  1.54E-14  1.03E-14  6.47E-15  3.16E-15  1.68E-15  8.33E-16  2.98E-16  1.28E-16
    12       4.98E-13  3.52E-13  2.23E-13  1.57E-13  1.11E-13  7.00E-14  4.92E-14  3.43E-14  2.09E-14  1.39E-14
             8.77E-15  4.33E-15  2.32E-15  1.14E-15  3.94E-16  1.64E-16  6.45E-17  1.78E-17  6.54E-18
    13       4.89E-12  3.45E-12  2.18E-12  1.54E-12  1.09E-12  6.87E-13  4.83E-13  3.37E-13  2.05E-13  1.36E-13
             8.66E-14  4.29E-14  2.30E-14  1.13E-14  3.92E-15  1.63E-15  6.42E-16  1.77E-16  6.51E-17
    14       2.89E-12  2.05E-12  1.29E-12  9.13E-13  6.45E-13  4.07E-13  2.86E-13  2.00E-13  1.22E-13  8.11E-14
             5.15E-14  2.56E-14  1.37E-14  6.75E-15  2.34E-15  9.74E-16  3.84E-16  1.06E-16  3.90E-17
    16       1.72E-12  1.22E-12  7.68E-13  5.43E-13  3.83E-13  2.42E-13  1.70E-13  1.19E-13  7.27E-14  4.85E-14
             3.09E-14  1.54E-14  8.29E-15  4.09E-15  1.42E-15  5.91E-16  2.33E-16  6.45E-17  2.37E-17
    17       9.69E-13  6.85E-13  4.33E-13  3.06E-13  2.16E-13  1.36E-13  9.60E-14  6.72E-14  4.11E-14  2.75E-14
             1.76E-14  8.80E-15  4.74E-15  2.34E-15  8.16E-16  3.40E-16  1.34E-16  3.71E-17  1.36E-17
    19       8.92E-13  6.31E-13  3.99E-13  2.82E-13  1.99E-13  1.26E-13  8.85E-14  6.20E-14  3.80E-14  2.55E-14
             1.64E-14  8.20E-15  4.43E-15  2.19E-15  7.64E-16  3.18E-16  1.26E-16  3.48E-17  1.28E-17
    21       5.37E-13  3.80E-13  2.40E-13  1.70E-13  1.20E-13  7.58E-14  5.35E-14  3.76E-14  2.33E-14  1.58E-14
             1.02E-14  5.19E-15  2.83E-15  1.41E-15  4.94E-16  2.07E-16  8.18E-17  2.27E-17  8.33E-18
    23       2.20E-13  1.55E-13  9.81E-14  6.94E-14  4.91E-14  3.10E-14  2.19E-14  1.54E-14  9.55E-15  6.47E-15
             4.20E-15  2.14E-15  1.17E-15  5.82E-16  2.04E-16  8.54E-17  3.38E-17  9.37E-18  3.45E-18
    24       4.51E-12  3.19E-12  2.01E-12  1.42E-12  9.94E-13  6.16E-13  4.21E-13  2.80E-13  1.52E-13  8.84E-14
             4.73E-14  1.81E-14  7.92E-15  3.24E-15  9.21E-16  3.42E-16  1.24E-16  3.20E-17  1.14E-17
    25       9.07E-13  6.41E-13  4.04E-13  2.85E-13  2.00E-13  1.24E-13  8.47E-14  5.64E-14  3.06E-14  1.78E-14
             9.56E-15  3.66E-15  1.61E-15  6.59E-16  1.87E-16  6.95E-17  2.52E-17  6.50E-18  2.31E-18
    26       3.15E-12  2.23E-12  1.40E-12  9.90E-13  6.95E-13  4.30E-13  2.94E-13  1.96E-13  1.06E-13  6.20E-14
             3.32E-14  1.27E-14  5.59E-15  2.29E-15  6.51E-16  2.42E-16  8.78E-17  2.26E-17  8.05E-18
    27       1.22E-13  8.65E-14  5.47E-14  3.87E-14  2.74E-14  1.73E-14  1.22E-14  8.63E-15  5.38E-15  3.67E-15
             2.39E-15  1.23E-15  6.74E-16  3.37E-16  1.19E-16  4.98E-17  1.97E-17  5.47E-18  2.01E-18
    28       1.56E-12  1.10E-12  6.95E-13  4.90E-13  3.44E-13  2.13E-13  1.46E-13  9.72E-14  5.29E-14  3.09E-14
             1.66E-14  6.36E-15  2.80E-15  1.15E-15  3.26E-16  1.21E-16  4.40E-17  1.13E-17  4.04E-18
    29       1.84E-12  1.30E-12  8.20E-13  5.78E-13  4.06E-13  2.51E-13  1.72E-13  1.15E-13  6.24E-14  3.64E-14
             1.96E-14  7.50E-15  3.30E-15  1.35E-15  3.85E-16  1.43E-16  5.20E-17  1.34E-17  4.77E-18
    31       1.23E-12  8.71E-13  5.49E-13  3.87E-13  2.72E-13  1.69E-13  1.16E-13  7.72E-14  4.22E-14  2.48E-14
             1.34E-14  5.15E-15  2.27E-15  9.36E-16  2.67E-16  9.92E-17  3.61E-17  9.29E-18  3.31E-18
    34       1.38E-13  9.79E-14  6.17E-14  4.35E-14  3.06E-14  1.90E-14  1.30E-14  8.71E-15  4.78E-15  2.82E-15
             1.53E-15  5.91E-16  2.62E-16  1.08E-16  3.08E-17  1.15E-17  4.17E-18  1.07E-18  3.83E-19
    35       5.19E-13  3.67E-13  2.31E-13  1.63E-13  1.15E-13  7.11E-14  4.88E-14  3.27E-14  1.80E-14  1.06E-14
             5.74E-15  2.23E-15  9.86E-16  4.06E-16  1.16E-16  4.32E-17  1.57E-17  4.05E-18  1.44E-18
    36       3.29E-14  2.33E-14  1.47E-14  1.04E-14  7.27E-15  4.52E-15  3.10E-15  2.08E-15  1.14E-15  6.75E-16
             3.67E-16  1.42E-16  6.32E-17  2.61E-17  7.46E-18  2.77E-18  1.01E-18  2.60E-19  9.26E-20
    38       4.96E-14  3.50E-14  2.21E-14  1.56E-14  1.10E-14  6.81E-15  4.69E-15  3.15E-15  1.74E-15  1.04E-15
             5.66E-16  2.22E-16  9.88E-17  4.09E-17  1.17E-17  4.37E-18  1.59E-18  4.11E-19  1.46E-19
    48       3.65E-18  2.58E-18  1.64E-18  1.16E-18  8.33E-19  5.44E-19  4.05E-19  3.15E-19  2.47E-19  2.19E-19
             1.99E-19  1.64E-19  1.29E-19  9.19E-20  4.97E-20  2.78E-20  1.42E-20  5.23E-21  2.28E-21
    49       1.69E-18  1.20E-18  7.61E-19  5.41E-19  3.87E-19  2.54E-19  1.89E-19  1.48E-19  1.17E-19  1.05E-19
             9.64E-20  8.06E-20  6.38E-20  4.56E-20  2.47E-20  1.38E-20  7.10E-21  2.61E-21  1.14E-21
    50       9.20E-13  6.51E-13  4.12E-13  2.91E-13  2.06E-13  1.31E-13  9.26E-14  6.58E-14  4.20E-14  2.98E-14
             2.09E-14  1.27E-14  8.39E-15  5.24E-15  2.53E-15  1.34E-15  6.64E-16  2.37E-16  1.02E-16
    51       4.49E-13  3.17E-13  2.01E-13  1.42E-13  1.00E-13  6.37E-14  4.53E-14  3.22E-14  2.06E-14  1.47E-14
             1.03E-14  6.32E-15  4.17E-15  2.61E-15  1.26E-15  6.70E-16  3.31E-16  1.18E-16  5.08E-17
    53       2.03E-13  1.44E-13  9.08E-14  6.42E-14  4.53E-14  2.86E-14  2.01E-14  1.41E-14  8.60E-15  5.73E-15
             3.64E-15  1.80E-15  9.65E-16  4.74E-16  1.64E-16  6.83E-17  2.69E-17  7.44E-18  2.73E-18
    54       2.00E-12  1.42E-12  8.95E-13  6.33E-13  4.47E-13  2.82E-13  1.99E-13  1.39E-13  8.51E-14  5.68E-14
             3.62E-14  1.79E-14  9.61E-15  4.73E-15  1.64E-15  6.81E-16  2.69E-16  7.42E-17  2.72E-17
    55       1.19E-12  8.42E-13  5.32E-13  3.76E-13  2.66E-13  1.68E-13  1.18E-13  8.28E-14  5.07E-14  3.39E-14
             2.16E-14  1.07E-14  5.75E-15  2.83E-15  9.82E-16  4.08E-16  1.61E-16  4.45E-17  1.63E-17
    56       9.22E-13  6.52E-13  4.12E-13  2.91E-13  2.06E-13  1.30E-13  9.17E-14  6.44E-14  3.96E-14  2.65E-14
             1.70E-14  8.46E-15  4.54E-15  2.24E-15  7.79E-16  3.24E-16  1.28E-16  3.53E-17  1.30E-17
    57       3.82E-13  2.70E-13  1.71E-13  1.21E-13  8.53E-14  5.39E-14  3.80E-14  2.67E-14  1.64E-14  1.10E-14
             7.05E-15  3.52E-15  1.89E-15  9.34E-16  3.25E-16  1.35E-16  5.33E-17  1.47E-17  5.41E-18
    58       5.40E-13  3.82E-13  2.41E-13  1.71E-13  1.21E-13  7.62E-14  5.38E-14  3.78E-14  2.33E-14  1.56E-14
             1.00E-14  5.01E-15  2.70E-15  1.33E-15  4.63E-16  1.93E-16  7.61E-17  2.10E-17  7.72E-18
    60       5.07E-18  3.59E-18  2.28E-18  1.62E-18  1.16E-18  7.56E-19  5.63E-19  4.34E-19  3.29E-19  2.73E-19
             2.18E-19  1.41E-19  8.80E-20  4.84E-20  1.85E-20  8.03E-21  3.27E-21  9.23E-22  3.42E-22
    61       1.05E-18  7.42E-19  4.71E-19  3.35E-19  2.40E-19  1.57E-19  1.17E-19  9.04E-20  6.90E-20  5.76E-20
             4.64E-20  3.02E-20  1.89E-20  1.04E-20  3.98E-21  1.73E-21  7.05E-22  1.99E-22  7.39E-23
    63       3.37E-18  2.38E-18  1.51E-18  1.08E-18  7.70E-19  5.04E-19  3.76E-19  2.92E-19  2.23E-19  1.87E-19
             1.51E-19  9.85E-20  6.17E-20  3.41E-20  1.30E-20  5.68E-21  2.31E-21  6.54E-22  2.42E-22
    64       3.85E-19  2.72E-19  1.73E-19  1.23E-19  8.80E-20  5.76E-20  4.30E-20  3.33E-20  2.55E-20  2.14E-20
             1.73E-20  1.13E-20  7.07E-21  3.90E-21  1.49E-21  6.50E-22  2.65E-22  7.48E-23  2.78E-23
    65       2.63E-12  1.86E-12  1.17E-12  8.26E-13  5.80E-13  3.59E-13  2.46E-13  1.64E-13  8.91E-14  5.20E-14
             2.78E-14  1.06E-14  4.67E-15  1.91E-15  5.44E-16  2.02E-16  7.33E-17  1.89E-17  6.72E-18
    66       1.85E-12  1.31E-12  8.26E-13  5.82E-13  4.08E-13  2.53E-13  1.73E-13  1.16E-13  6.30E-14  3.68E-14
             1.97E-14  7.55E-15  3.32E-15  1.36E-15  3.86E-16  1.43E-16  5.21E-17  1.34E-17  4.77E-18
    67       5.48E-13  3.87E-13  2.44E-13  1.72E-13  1.21E-13  7.49E-14  5.13E-14  3.42E-14  1.86E-14  1.09E-14
             5.85E-15  2.24E-15  9.83E-16  4.03E-16  1.15E-16  4.25E-17  1.55E-17  3.98E-18  1.42E-18
    68       1.09E-12  7.70E-13  4.86E-13  3.42E-13  2.40E-13  1.49E-13  1.02E-13  6.82E-14  3.72E-14  2.18E-14
             1.17E-14  4.49E-15  1.97E-15  8.09E-16  2.30E-16  8.54E-17  3.10E-17  8.00E-18  2.84E-18
    69       1.20E-12  8.46E-13  5.34E-13  3.76E-13  2.64E-13  1.64E-13  1.12E-13  7.50E-14  4.10E-14  2.40E-14
             1.29E-14  4.96E-15  2.18E-15  8.96E-16  2.55E-16  9.46E-17  3.44E-17  8.86E-18  3.15E-18
    71       3.37E-14  2.39E-14  1.51E-14  1.07E-14  7.56E-15  4.80E-15  3.41E-15  2.42E-15  1.52E-15  1.04E-15
             6.82E-16  3.49E-16  1.90E-16  9.46E-17  3.32E-17  1.39E-17  5.48E-18  1.52E-18  5.58E-19
    72       8.59E-13  6.07E-13  3.83E-13  2.70E-13  1.90E-13  1.18E-13  8.08E-14  5.41E-14  2.97E-14  1.74E-14
             9.41E-15  3.62E-15  1.60E-15  6.56E-16  1.87E-16  6.94E-17  2.52E-17  6.50E-18  2.31E-18
    73       2.02E-14  1.43E-14  9.02E-15  6.38E-15  4.52E-15  2.87E-15  2.04E-15  1.45E-15  9.14E-16  6.28E-16
             4.11E-16  2.11E-16  1.15E-16  5.73E-17  2.01E-17  8.40E-18  3.33E-18  9.21E-19  3.39E-19
    74       8.48E-13  5.98E-13  3.77E-13  2.64E-13  1.84E-13  1.11E-13  7.28E-14  4.55E-14  2.17E-14  1.11E-14
             5.19E-15  1.66E-15  6.53E-16  2.46E-16  6.48E-17  2.33E-17  8.29E-18  2.11E-18  7.46E-19
    75       4.24E-13  2.99E-13  1.88E-13  1.32E-13  9.17E-14  5.53E-14  3.64E-14  2.27E-14  1.09E-14  5.57E-15
             2.60E-15  8.31E-16  3.26E-16  1.23E-16  3.24E-17  1.16E-17  4.14E-18  1.05E-18  3.73E-19
    76       1.52E-12  1.08E-12  6.76E-13  4.74E-13  3.30E-13  1.99E-13  1.31E-13  8.17E-14  3.90E-14  2.00E-14
             9.33E-15  2.99E-15  1.17E-15  4.41E-16  1.17E-16  4.18E-17  1.49E-17  3.79E-18  1.34E-18
    77       7.58E-13  5.35E-13  3.37E-13  2.36E-13  1.64E-13  9.90E-14  6.51E-14  4.07E-14  1.94E-14  9.98E-15
             4.65E-15  1.49E-15  5.85E-16  2.20E-16  5.81E-17  2.09E-17  7.43E-18  1.89E-18  6.69E-19
    79       1.17E-12  8.25E-13  5.19E-13  3.64E-13  2.53E-13  1.53E-13  1.01E-13  6.28E-14  3.00E-14  1.54E-14
             7.19E-15  2.31E-15  9.06E-16  3.41E-16  8.99E-17  3.23E-17  1.15E-17  2.93E-18  1.04E-18
    80       5.81E-13  4.10E-13  2.58E-13  1.81E-13  1.26E-13  7.59E-14  5.00E-14  3.12E-14  1.49E-14  7.68E-15
             3.58E-15  1.15E-15  4.51E-16  1.70E-16  4.48E-17  1.61E-17  5.73E-18  1.46E-18  5.16E-19
    81       5.50E-18  3.90E-18  2.47E-18  1.76E-18  1.26E-18  8.31E-19  6.25E-19  4.91E-19  3.88E-19  3.33E-19
             2.76E-19  1.85E-19  1.17E-19  6.51E-20  2.51E-20  1.10E-20  4.47E-21  1.27E-21  4.70E-22
    84       4.70E-14  3.32E-14  2.10E-14  1.48E-14  1.04E-14  6.49E-15  4.48E-15  3.02E-15  1.68E-15  1.00E-15
             5.48E-16  2.14E-16  9.52E-17  3.93E-17  1.13E-17  4.19E-18  1.52E-18  3.93E-19  1.40E-19
    86       2.33E-15  1.65E-15  1.04E-15  7.34E-16  5.17E-16  3.22E-16  2.22E-16  1.50E-16  8.37E-17  4.99E-17
             2.73E-17  1.07E-17  4.74E-18  1.96E-18  5.61E-19  2.09E-19  7.60E-20  1.96E-20  6.97E-21
    87       4.31E-15  3.04E-15  1.92E-15  1.36E-15  9.54E-16  5.95E-16  4.11E-16  2.78E-16  1.55E-16  9.27E-17
             5.08E-17  1.99E-17  8.86E-18  3.66E-18  1.05E-18  3.91E-19  1.42E-19  3.67E-20  1.30E-20
    89       1.47E-15  1.04E-15  6.58E-16  4.66E-16  3.31E-16  2.11E-16  1.51E-16  1.09E-16  7.01E-17  4.92E-17
             3.30E-17  1.73E-17  9.57E-18  4.82E-18  1.70E-18  7.15E-19  2.84E-19  7.87E-20  2.89E-20
    90       1.19E-18  8.41E-19  5.33E-19  3.79E-19  2.70E-19  1.74E-19  1.27E-19  9.36E-20  6.26E-20  4.41E-20
             2.85E-20  1.35E-20  6.63E-21  2.95E-21  8.96E-22  3.42E-22  1.26E-22  3.29E-23  1.17E-23
    92       1.36E-16  9.60E-17  6.04E-17  4.24E-17  2.95E-17  1.79E-17  1.19E-17  7.48E-18  3.63E-18  1.89E-18
             8.91E-19  2.89E-19  1.14E-19  4.30E-20  1.14E-20  4.09E-21  1.46E-21  3.71E-22  1.31E-22
    93       9.51E-19  6.72E-19  4.23E-19  2.97E-19  2.07E-19  1.25E-19  8.31E-20  5.24E-20  2.55E-20  1.32E-20
             6.24E-21  2.02E-21  7.99E-22  3.02E-22  7.98E-23  2.87E-23  1.02E-23  2.60E-24  9.21E-25
    94       2.30E-17  1.62E-17  1.02E-17  7.17E-18  5.00E-18  3.03E-18  2.01E-18  1.27E-18  6.17E-19  3.21E-19
             1.51E-19  4.91E-20  1.94E-20  7.33E-21  1.94E-21  6.97E-22  2.49E-22  6.32E-23  2.24E-23
    97       3.93E-18  2.78E-18  1.76E-18  1.25E-18  8.92E-19  5.77E-19  4.22E-19  3.13E-19  2.11E-19  1.50E-19
             9.78E-20  4.64E-20  2.30E-20  1.02E-20  3.12E-21  1.19E-21  4.40E-22  1.15E-22  4.10E-23
    98       3.85E-18  2.72E-18  1.73E-18  1.23E-18  8.87E-19  5.87E-19  4.46E-19  3.57E-19  2.92E-19  2.59E-19
             2.20E-19  1.52E-19  9.75E-20  5.47E-20  2.13E-20  9.32E-21  3.81E-21  1.08E-21  4.01E-22
   101       2.20E-18  1.56E-18  9.89E-19  7.03E-19  5.02E-19  3.25E-19  2.39E-19  1.78E-19  1.22E-19  8.73E-20
             5.75E-20  2.75E-20  1.37E-20  6.12E-21  1.87E-21  7.14E-22  2.64E-22  6.88E-23  2.46E-23
   102       2.17E-15  1.53E-15  9.68E-16  6.83E-16  4.82E-16  3.02E-16  2.10E-16  1.44E-16  8.22E-17  5.00E-17
             2.79E-17  1.11E-17  5.01E-18  2.09E-18  6.01E-19  2.24E-19  8.17E-20  2.11E-20  7.51E-21
   105       5.18E-18  3.66E-18  2.30E-18  1.62E-18  1.13E-18  6.90E-19  4.61E-19  2.94E-19  1.46E-19  7.71E-20
             3.69E-20  1.21E-20  4.82E-21  1.83E-21  4.85E-22  1.75E-22  6.23E-23  1.58E-23  5.61E-24
   109       2.17E-18  1.54E-18  9.75E-19  6.93E-19  4.96E-19  3.24E-19  2.40E-19  1.82E-19  1.28E-19  9.45E-20
             6.36E-20  3.12E-20  1.57E-20  7.06E-21  2.17E-21  8.31E-22  3.08E-22  8.02E-23  2.87E-23
   113       1.89E-18  1.34E-18  8.49E-19  6.04E-19  4.33E-19  2.83E-19  2.11E-19  1.61E-19  1.15E-19  8.55E-20
             5.81E-20  2.87E-20  1.45E-20  6.55E-21  2.02E-21  7.73E-22  2.86E-22  7.47E-23  2.67E-23
   114       1.08E-18  7.62E-19  4.83E-19  3.44E-19  2.46E-19  1.61E-19  1.20E-19  9.17E-20  6.54E-20  4.87E-20
