SEQ='NE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 676174037.2   NPRNTI= 2   NPRNTF= 2
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 1.5)        0.0 
     2          2S2 2P5             (2)1( 0.5)   827428.5 

   IC RESOLVED LEVEL INDEXING           BWNR= 710508777.7   NLVL= 337
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    24       3.97E-20  2.27E-20  9.37E-21  4.32E-21  1.83E-21  5.40E-22  2.04E-22  7.55E-23  1.98E-23  7.16E-24
             2.58E-24  6.69E-25  2.40E-25  8.63E-26  2.22E-26  7.93E-27  2.83E-27  7.21E-28  2.56E-28
    25       3.01E-20  1.67E-20  6.67E-21  2.99E-21  1.25E-21  3.59E-22  1.34E-22  4.92E-23  1.28E-23  4.61E-24
             1.65E-24  4.26E-25  1.52E-25  5.45E-26  1.40E-26  4.97E-27  1.77E-27  4.50E-28  1.60E-28
    26       2.05E-20  1.10E-20  4.20E-21  1.82E-21  7.39E-22  2.08E-22  7.69E-23  2.79E-23  7.22E-24  2.58E-24
             9.22E-25  2.36E-25  8.41E-26  2.99E-26  7.64E-27  2.71E-27  9.63E-28  2.45E-28  8.66E-29
    27       1.44E-20  7.53E-21  2.75E-21  1.17E-21  4.63E-22  1.28E-22  4.69E-23  1.70E-23  4.36E-24  1.55E-24
             5.53E-25  1.41E-25  5.01E-26  1.78E-26  4.53E-27  1.61E-27  5.69E-28  1.44E-28  5.11E-29
    28       8.88E-21  4.47E-21  1.56E-21  6.40E-22  2.49E-22  6.74E-23  2.45E-23  8.79E-24  2.25E-24  8.00E-25
             2.84E-25  7.22E-26  2.56E-26  9.07E-27  2.30E-27  8.16E-28  2.89E-28  7.32E-29  2.59E-29
    29       5.26E-21  2.54E-21  8.41E-22  3.36E-22  1.28E-22  3.42E-23  1.23E-23  4.41E-24  1.12E-24  3.99E-25
             1.41E-25  3.59E-26  1.27E-26  4.50E-27  1.14E-27  4.03E-28  1.43E-28  3.61E-29  1.28E-29
    30       2.45E-21  1.11E-21  3.45E-22  1.33E-22  4.97E-23  1.30E-23  4.67E-24  1.66E-24  4.22E-25  1.50E-25
             5.30E-26  1.34E-26  4.75E-27  1.68E-27  4.25E-28  1.50E-28  5.32E-29  1.35E-29  4.76E-30
    31       1.46E-21  6.36E-22  1.91E-22  7.24E-23  2.67E-23  6.93E-24  2.48E-24  8.80E-25  2.23E-25  7.91E-26
             2.80E-26  7.08E-27  2.50E-27  8.86E-28  2.24E-28  7.93E-29  2.80E-29  7.09E-30  2.51E-30
    32       6.85E-22  2.86E-22  8.22E-23  3.06E-23  1.11E-23  2.87E-24  1.02E-24  3.62E-25  9.17E-26  3.25E-26
             1.15E-26  2.91E-27  1.03E-27  3.63E-28  9.19E-29  3.25E-29  1.15E-29  2.91E-30  1.03E-30
    33       3.86E-22  1.56E-22  4.38E-23  1.61E-23  5.82E-24  1.49E-24  5.31E-25  1.88E-25  4.76E-26  1.69E-26
             5.96E-27  1.51E-27  5.33E-28  1.89E-28  4.77E-29  1.69E-29  5.97E-30  1.51E-30  5.34E-31
    34       1.65E-22  6.46E-23  1.76E-23  6.38E-24  2.29E-24  5.84E-25  2.07E-25  7.33E-26  1.86E-26  6.57E-27
             2.32E-27  5.88E-28  2.08E-28  7.35E-29  1.86E-29  6.57E-30  2.32E-30  5.88E-31  2.08E-31
    35       8.50E-23  3.25E-23  8.69E-24  3.14E-24  1.12E-24  2.85E-25  1.01E-25  3.58E-26  9.06E-27  3.20E-27
             1.13E-27  2.87E-28  1.01E-28  3.58E-29  9.07E-30  3.21E-30  1.13E-30  2.87E-31  1.01E-31
    36       3.06E-23  1.14E-23  2.99E-24  1.07E-24  3.81E-25  9.67E-26  3.43E-26  1.21E-26  3.07E-27  1.08E-27
             3.83E-28  9.70E-29  3.43E-29  1.21E-29  3.07E-30  1.08E-30  3.84E-31  9.70E-32  3.43E-32
    37       1.53E-23  5.64E-24  1.46E-24  5.23E-25  1.86E-25  4.71E-26  1.67E-26  5.90E-27  1.49E-27  5.28E-28
             1.87E-28  4.72E-29  1.67E-29  5.90E-30  1.49E-30  5.28E-31  1.87E-31  4.72E-32  1.67E-32
    38       5.44E-24  1.97E-24  5.08E-25  1.80E-25  6.40E-26  1.62E-26  5.74E-27  2.03E-27  5.13E-28  1.82E-28
             6.42E-29  1.62E-29  5.74E-30  2.03E-30  5.13E-31  1.82E-31  6.42E-32  1.62E-32  5.74E-33
    39       2.65E-24  9.55E-25  2.44E-25  8.67E-26  3.07E-26  7.78E-27  2.75E-27  9.73E-28  2.46E-28  8.71E-29
             3.08E-29  7.79E-30  2.75E-30  9.73E-31  2.46E-31  8.71E-32  3.08E-32  7.79E-33  2.75E-33
    40       9.10E-25  3.25E-25  8.25E-26  2.92E-26  1.03E-26  2.62E-27  9.26E-28  3.27E-28  8.28E-29  2.93E-29
             1.04E-29  2.62E-30  9.26E-31  3.27E-31  8.28E-32  2.93E-32  1.04E-32  2.62E-33  9.26E-34
    41       5.55E-25  1.97E-25  5.01E-26  1.77E-26  6.28E-27  1.59E-27  5.62E-28  1.99E-28  5.02E-29  1.78E-29
             6.28E-30  1.59E-30  5.62E-31  1.99E-31  5.02E-32  1.78E-32  6.28E-33  1.59E-33  5.62E-34
    42       2.82E-25  9.98E-26  2.53E-26  8.94E-27  3.16E-27  8.00E-28  2.83E-28  1.00E-28  2.53E-29  8.94E-30
             3.16E-30  8.00E-31  2.83E-31  1.00E-31  2.53E-32  8.94E-33  3.16E-33  8.00E-34  2.83E-34

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (2P  0.5)
   ILREP
   -----
     3       2.02E-11  1.43E-11  9.03E-12  6.38E-12  4.50E-12  2.83E-12  1.98E-12  1.37E-12  8.20E-13  5.34E-13
             3.30E-13  1.57E-13  8.15E-14  3.89E-14  1.30E-14  5.29E-15  2.05E-15  5.59E-16  2.04E-16
     4       9.65E-12  6.82E-12  4.31E-12  3.05E-12  2.16E-12  1.36E-12  9.64E-13  6.81E-13  4.29E-13  3.00E-13
             2.07E-13  1.22E-13  7.78E-14  4.68E-14  2.15E-14  1.10E-14  5.25E-15  1.80E-15  7.58E-16
     5       3.29E-11  2.32E-11  1.47E-11  1.04E-11  7.32E-12  4.61E-12  3.23E-12  2.25E-12  1.36E-12  8.90E-13
             5.55E-13  2.67E-13  1.39E-13  6.69E-14  2.25E-14  9.19E-15  3.57E-15  9.74E-16  3.55E-16
     6       3.63E-11  2.56E-11  1.62E-11  1.14E-11  7.99E-12  4.95E-12  3.38E-12  2.25E-12  1.22E-12  7.07E-13
             3.77E-13  1.43E-13  6.22E-14  2.53E-14  7.14E-15  2.64E-15  9.57E-16  2.46E-16  8.75E-17
     7       4.16E-12  2.94E-12  1.86E-12  1.31E-12  9.29E-13  5.87E-13  4.15E-13  2.93E-13  1.84E-13  1.28E-13
             8.76E-14  5.10E-14  3.23E-14  1.93E-14  8.81E-15  4.49E-15  2.14E-15  7.34E-16  3.08E-16
     8       1.44E-11  1.02E-11  6.44E-12  4.55E-12  3.21E-12  2.02E-12  1.42E-12  9.89E-13  5.97E-13  3.92E-13
             2.44E-13  1.17E-13  6.09E-14  2.92E-14  9.80E-15  3.99E-15  1.55E-15  4.23E-16  1.54E-16
     9       2.18E-11  1.54E-11  9.70E-12  6.84E-12  4.80E-12  2.97E-12  2.03E-12  1.35E-12  7.35E-13  4.27E-13
             2.28E-13  8.62E-14  3.75E-14  1.53E-14  4.30E-15  1.59E-15  5.76E-16  1.48E-16  5.27E-17
    10       1.46E-11  1.03E-11  6.48E-12  4.54E-12  3.16E-12  1.90E-12  1.25E-12  7.82E-13  3.73E-13  1.92E-13
             8.92E-14  2.85E-14  1.12E-14  4.20E-15  1.11E-15  3.98E-16  1.42E-16  3.60E-17  1.28E-17
    11       2.22E-12  1.57E-12  9.92E-13  7.01E-13  4.96E-13  3.13E-13  2.21E-13  1.55E-13  9.68E-14  6.69E-14
             4.54E-14  2.62E-14  1.64E-14  9.77E-15  4.44E-15  2.26E-15  1.08E-15  3.69E-16  1.55E-16
    12       7.69E-12  5.43E-12  3.43E-12  2.43E-12  1.71E-12  1.08E-12  7.56E-13  5.26E-13  3.16E-13  2.07E-13
             1.28E-13  6.12E-14  3.18E-14  1.52E-14  5.08E-15  2.07E-15  8.04E-16  2.19E-16  7.98E-17
    13       1.30E-11  9.17E-12  5.78E-12  4.08E-12  2.86E-12  1.77E-12  1.21E-12  8.07E-13  4.37E-13  2.54E-13
             1.35E-13  5.10E-14  2.22E-14  9.01E-15  2.54E-15  9.37E-16  3.40E-16  8.73E-17  3.10E-17
    14       1.28E-11  9.06E-12  5.70E-12  4.00E-12  2.78E-12  1.68E-12  1.10E-12  6.89E-13  3.29E-13  1.68E-13
             7.83E-14  2.50E-14  9.81E-15  3.68E-15  9.71E-16  3.48E-16  1.24E-16  3.16E-17  1.12E-17
    15       6.86E-12  4.83E-12  3.03E-12  2.11E-12  1.44E-12  8.40E-13  5.26E-13  3.06E-13  1.29E-13  5.96E-14
             2.52E-14  7.31E-15  2.73E-15  9.92E-16  2.56E-16  9.10E-17  3.23E-17  8.18E-18  2.89E-18
    16       1.34E-12  9.50E-13  6.01E-13  4.25E-13  3.00E-13  1.89E-13  1.33E-13  9.33E-14  5.77E-14  3.95E-14
             2.66E-14  1.52E-14  9.49E-15  5.62E-15  2.55E-15  1.29E-15  6.16E-16  2.11E-16  8.85E-17
    17       4.63E-12  3.28E-12  2.07E-12  1.46E-12  1.03E-12  6.49E-13  4.55E-13  3.16E-13  1.89E-13  1.23E-13
             7.58E-14  3.60E-14  1.86E-14  8.87E-15  2.97E-15  1.21E-15  4.69E-16  1.28E-16  4.65E-17
    18       8.24E-12  5.82E-12  3.67E-12  2.59E-12  1.82E-12  1.13E-12  7.69E-13  5.11E-13  2.76E-13  1.60E-13
             8.47E-14  3.19E-14  1.38E-14  5.62E-15  1.58E-15  5.84E-16  2.12E-16  5.44E-17  1.93E-17
    19       9.56E-12  6.75E-12  4.25E-12  2.98E-12  2.07E-12  1.25E-12  8.21E-13  5.12E-13  2.44E-13  1.25E-13
             5.80E-14  1.85E-14  7.24E-15  2.72E-15  7.16E-16  2.57E-16  9.16E-17  2.33E-17  8.24E-18
    20       7.81E-12  5.50E-12  3.45E-12  2.40E-12  1.65E-12  9.57E-13  6.00E-13  3.48E-13  1.47E-13  6.78E-14
             2.87E-14  8.31E-15  3.10E-15  1.13E-15  2.91E-16  1.03E-16  3.67E-17  9.30E-18  3.29E-18
    21       3.38E-12  2.38E-12  1.48E-12  1.02E-12  6.86E-13  3.81E-13  2.26E-13  1.22E-13  4.59E-14  1.97E-14
             7.83E-15  2.15E-15  7.85E-16  2.82E-16  7.21E-17  2.56E-17  9.05E-18  2.29E-18  8.11E-19
    22       8.86E-13  6.26E-13  3.96E-13  2.80E-13  1.97E-13  1.24E-13  8.72E-14  6.08E-14  3.73E-14  2.53E-14
             1.70E-14  9.60E-15  5.97E-15  3.53E-15  1.60E-15  8.09E-16  3.85E-16  1.32E-16  5.52E-17
    23       3.04E-12  2.15E-12  1.36E-12  9.60E-13  6.77E-13  4.25E-13  2.97E-13  2.05E-13  1.22E-13  7.91E-14
             4.86E-14  2.29E-14  1.18E-14  5.62E-15  1.88E-15  7.64E-16  2.96E-16  8.06E-17  2.94E-17
    24       5.56E-12  3.93E-12  2.48E-12  1.75E-12  1.22E-12  7.57E-13  5.17E-13  3.42E-13  1.84E-13  1.06E-13
             5.62E-14  2.11E-14  9.15E-15  3.71E-15  1.04E-15  3.85E-16  1.40E-16  3.59E-17  1.28E-17
    25       7.00E-12  4.94E-12  3.11E-12  2.18E-12  1.51E-12  9.13E-13  6.00E-13  3.74E-13  1.77E-13  9.06E-14
             4.20E-14  1.34E-14  5.24E-15  1.97E-15  5.18E-16  1.86E-16  6.62E-17  1.68E-17  5.96E-18
    26       6.87E-12  4.84E-12  3.03E-12  2.11E-12  1.45E-12  8.42E-13  5.27E-13  3.06E-13  1.29E-13  5.95E-14
             2.51E-14  7.28E-15  2.72E-15  9.88E-16  2.55E-16  9.05E-17  3.21E-17  8.14E-18  2.88E-18
    27       4.73E-12  3.33E-12  2.07E-12  1.43E-12  9.62E-13  5.34E-13  3.16E-13  1.71E-13  6.43E-14  2.76E-14
             1.10E-14  3.02E-15  1.10E-15  3.95E-16  1.01E-16  3.58E-17  1.27E-17  3.21E-18  1.14E-18
    28       1.69E-12  1.18E-12  7.30E-13  4.97E-13  3.27E-13  1.72E-13  9.59E-14  4.82E-14  1.66E-14  6.73E-15
             2.58E-15  6.87E-16  2.48E-16  8.84E-17  2.25E-17  7.97E-18  2.82E-18  7.14E-19  2.52E-19
    29       6.21E-13  4.39E-13  2.77E-13  1.96E-13  1.38E-13  8.66E-14  6.05E-14  4.20E-14  2.55E-14  1.72E-14
             1.15E-14  6.45E-15  4.00E-15  2.36E-15  1.06E-15  5.39E-16  2.56E-16  8.76E-17  3.67E-17
    30       2.12E-12  1.50E-12  9.47E-13  6.69E-13  4.71E-13  2.95E-13  2.06E-13  1.42E-13  8.37E-14  5.39E-14
             3.30E-14  1.55E-14  7.97E-15  3.79E-15  1.26E-15  5.13E-16  1.99E-16  5.42E-17  1.97E-17
    31       3.94E-12  2.78E-12  1.75E-12  1.24E-12  8.66E-13  5.35E-13  3.64E-13  2.40E-13  1.29E-13  7.40E-14
             3.91E-14  1.46E-14  6.33E-15  2.57E-15  7.21E-16  2.66E-16  9.64E-17  2.48E-17  8.80E-18
    32       5.19E-12  3.67E-12  2.31E-12  1.62E-12  1.12E-12  6.76E-13  4.44E-13  2.76E-13  1.31E-13  6.66E-14
             3.08E-14  9.81E-15  3.84E-15  1.44E-15  3.79E-16  1.36E-16  4.84E-17  1.23E-17  4.36E-18
    33       5.63E-12  3.97E-12  2.49E-12  1.73E-12  1.19E-12  6.90E-13  4.32E-13  2.50E-13  1.05E-13  4.85E-14
             2.05E-14  5.94E-15  2.21E-15  8.05E-16  2.07E-16  7.38E-17  2.62E-17  6.63E-18  2.35E-18
    34       4.80E-12  3.38E-12  2.10E-12  1.45E-12  9.75E-13  5.42E-13  3.20E-13  1.73E-13  6.51E-14  2.79E-14
             1.11E-14  3.05E-15  1.11E-15  4.00E-16  1.02E-16  3.62E-17  1.28E-17  3.25E-18  1.15E-18
    35       2.81E-12  1.97E-12  1.22E-12  8.27E-13  5.44E-13  2.86E-13  1.60E-13  8.03E-14  2.76E-14  1.12E-14
             4.29E-15  1.14E-15  4.12E-16  1.47E-16  3.74E-17  1.33E-17  4.69E-18  1.19E-18  4.20E-19
    36       8.51E-13  5.94E-13  3.63E-13  2.43E-13  1.55E-13  7.70E-14  4.05E-14  1.91E-14  6.13E-15  2.39E-15
             8.92E-16  2.34E-16  8.37E-17  2.98E-17  7.56E-18  2.68E-18  9.47E-19  2.40E-19  8.47E-20
    37       4.55E-13  3.21E-13  2.03E-13  1.43E-13  1.01E-13  6.31E-14  4.39E-14  3.03E-14  1.83E-14  1.23E-14
             8.12E-15  4.54E-15  2.81E-15  1.65E-15  7.44E-16  3.77E-16  1.79E-16  6.13E-17  2.57E-17
    38       1.55E-12  1.10E-12  6.92E-13  4.88E-13  3.44E-13  2.15E-13  1.49E-13  1.02E-13  5.99E-14  3.84E-14
             2.34E-14  1.10E-14  5.63E-15  2.67E-15  8.90E-16  3.61E-16  1.40E-16  3.81E-17  1.39E-17
    39       2.90E-12  2.05E-12  1.29E-12  9.10E-13  6.37E-13  3.93E-13  2.67E-13  1.75E-13  9.35E-14  5.36E-14
             2.82E-14  1.05E-14  4.55E-15  1.84E-15  5.18E-16  1.91E-16  6.92E-17  1.78E-17  6.32E-18
    40       3.94E-12  2.78E-12  1.75E-12  1.23E-12  8.51E-13  5.11E-13  3.35E-13  2.08E-13  9.81E-14  4.99E-14
             2.31E-14  7.33E-15  2.86E-15  1.07E-15  2.83E-16  1.01E-16  3.61E-17  9.18E-18  3.25E-18
    41       4.54E-12  3.20E-12  2.00E-12  1.39E-12  9.55E-13  5.55E-13  3.47E-13  2.01E-13  8.42E-14  3.88E-14
             1.64E-14  4.74E-15  1.77E-15  6.43E-16  1.66E-16  5.89E-17  2.09E-17  5.30E-18  1.87E-18
    42       4.36E-12  3.07E-12  1.91E-12  1.32E-12  8.85E-13  4.92E-13  2.91E-13  1.57E-13  5.91E-14  2.53E-14
             1.01E-14  2.76E-15  1.01E-15  3.62E-16  9.24E-17  3.28E-17  1.16E-17  2.94E-18  1.04E-18
    43       3.23E-12  2.26E-12  1.40E-12  9.51E-13  6.25E-13  3.29E-13  1.83E-13  9.22E-14  3.18E-14  1.29E-14
             4.93E-15  1.31E-15  4.73E-16  1.69E-16  4.30E-17  1.52E-17  5.39E-18  1.36E-18  4.82E-19
    44       1.64E-12  1.15E-12  7.01E-13  4.69E-13  3.00E-13  1.49E-13  7.82E-14  3.69E-14  1.18E-14  4.62E-15
             1.72E-15  4.52E-16  1.62E-16  5.75E-17  1.46E-17  5.17E-18  1.83E-18  4.63E-19  1.64E-19
    45       4.32E-13  3.00E-13  1.81E-13  1.19E-13  7.36E-14  3.43E-14  1.71E-14  7.64E-15  2.32E-15  8.80E-16
             3.24E-16  8.39E-17  2.99E-17  1.06E-17  2.69E-18  9.53E-19  3.37E-19  8.53E-20  3.02E-20
    46       3.45E-13  2.44E-13  1.54E-13  1.09E-13  7.63E-14  4.76E-14  3.30E-14  2.27E-14  1.35E-14  9.05E-15
             5.95E-15  3.31E-15  2.04E-15  1.20E-15  5.41E-16  2.74E-16  1.30E-16  4.45E-17  1.87E-17
    47       1.17E-12  8.29E-13  5.23E-13  3.69E-13  2.59E-13  1.62E-13  1.12E-13  7.63E-14  4.44E-14  2.84E-14
             1.72E-14  8.03E-15  4.12E-15  1.95E-15  6.50E-16  2.64E-16  1.02E-16  2.78E-17  1.01E-17
    48       2.21E-12  1.56E-12  9.83E-13  6.92E-13  4.84E-13  2.97E-13  2.01E-13  1.32E-13  7.00E-14  4.00E-14
             2.10E-14  7.82E-15  3.38E-15  1.37E-15  3.83E-16  1.41E-16  5.12E-17  1.32E-17  4.68E-18
    49       3.05E-12  2.16E-12  1.36E-12  9.49E-13  6.59E-13  3.95E-13  2.58E-13  1.60E-13  7.51E-14  3.81E-14
             1.76E-14  5.59E-15  2.18E-15  8.18E-16  2.15E-16  7.72E-17  2.75E-17  6.99E-18  2.48E-18
    50       3.65E-12  2.58E-12  1.61E-12  1.12E-12  7.69E-13  4.46E-13  2.78E-13  1.61E-13  6.74E-14  3.10E-14
             1.31E-14  3.79E-15  1.41E-15  5.13E-16  1.32E-16  4.70E-17  1.67E-17  4.22E-18  1.49E-18
    51       3.79E-12  2.67E-12  1.66E-12  1.14E-12  7.69E-13  4.27E-13  2.52E-13  1.36E-13  5.11E-14  2.19E-14
             8.70E-15  2.39E-15  8.71E-16  3.13E-16  7.99E-17  2.83E-17  1.00E-17  2.54E-18  8.99E-19
    52       3.22E-12  2.26E-12  1.39E-12  9.48E-13  6.24E-13  3.28E-13  1.83E-13  9.19E-14  3.16E-14  1.28E-14
             4.90E-15  1.31E-15  4.71E-16  1.68E-16  4.28E-17  1.52E-17  5.36E-18  1.36E-18  4.80E-19
    53       2.11E-12  1.47E-12  9.01E-13  6.03E-13  3.86E-13  1.91E-13  1.00E-13  4.74E-14  1.52E-14  5.93E-15
             2.21E-15  5.80E-16  2.08E-16  7.38E-17  1.88E-17  6.64E-18  2.35E-18  5.94E-19  2.10E-19
    54       9.50E-13  6.61E-13  3.98E-13  2.61E-13  1.62E-13  7.56E-14  3.76E-14  1.68E-14  5.10E-15  1.94E-15
             7.12E-16  1.84E-16  6.58E-17  2.34E-17  5.92E-18  2.10E-18  7.41E-19  1.88E-19  6.63E-20
    55       2.21E-13  1.53E-13  9.05E-14  5.81E-14  3.48E-14  1.53E-14  7.21E-15  3.09E-15  8.99E-16  3.35E-16
             1.22E-16  3.14E-17  1.12E-17  3.96E-18  1.00E-18  3.55E-19  1.25E-19  3.18E-20  1.12E-20

   INREP
   -----
     2       2.02E-11  1.43E-11  9.03E-12  6.38E-12  4.50E-12  2.83E-12  1.98E-12  1.37E-12  8.20E-13  5.34E-13
             3.30E-13  1.57E-13  8.15E-14  3.89E-14  1.30E-14  5.29E-15  2.05E-15  5.59E-16  2.04E-16
     3       7.88E-11  5.57E-11  3.52E-11  2.48E-11  1.75E-11  1.09E-11  7.58E-12  5.18E-12  3.00E-12  1.90E-12
             1.14E-12  5.32E-13  2.79E-13  1.39E-13  5.10E-14  2.27E-14  9.73E-15  3.01E-15  1.20E-15
     4       5.49E-11  3.88E-11  2.45E-11  1.72E-11  1.21E-11  7.49E-12  5.12E-12  3.42E-12  1.89E-12  1.14E-12
             6.48E-13  2.82E-13  1.42E-13  6.77E-14  2.39E-14  1.04E-14  4.39E-15  1.33E-15  5.25E-16
     5       4.26E-11  3.01E-11  1.89E-11  1.33E-11  9.30E-12  5.68E-12  3.82E-12  2.48E-12  1.31E-12  7.56E-13
             4.12E-13  1.70E-13  8.26E-14  3.85E-14  1.32E-14  5.67E-15  2.36E-15  7.11E-16  2.78E-16
     6       3.50E-11  2.47E-11  1.55E-11  1.09E-11  7.55E-12  4.55E-12  3.00E-12  1.90E-12  9.60E-13  5.35E-13
             2.81E-13  1.12E-13  5.29E-14  2.41E-14  8.13E-15  3.45E-15  1.42E-15  4.25E-16  1.66E-16
     7       2.98E-11  2.10E-11  1.32E-11  9.20E-12  6.35E-12  3.77E-12  2.44E-12  1.51E-12  7.31E-13  3.95E-13
             2.02E-13  7.78E-14  3.61E-14  1.62E-14  5.38E-15  2.26E-15  9.28E-16  2.75E-16  1.07E-16
     8       2.60E-11  1.83E-11  1.15E-11  7.97E-12  5.46E-12  3.19E-12  2.03E-12  1.22E-12  5.73E-13  3.02E-13
             1.51E-13  5.65E-14  2.58E-14  1.15E-14  3.76E-15  1.57E-15  6.40E-16  1.89E-16  7.32E-17
     9       2.30E-11  1.62E-11  1.01E-11  7.01E-12  4.77E-12  2.74E-12  1.71E-12  1.01E-12  4.59E-13  2.37E-13
             1.16E-13  4.25E-14  1.92E-14  8.43E-15  2.73E-15  1.14E-15  4.61E-16  1.35E-16  5.24E-17
    10       2.07E-11  1.46E-11  9.07E-12  6.25E-12  4.22E-12  2.39E-12  1.46E-12  8.47E-13  3.75E-13  1.89E-13
             9.13E-14  3.29E-14  1.47E-14  6.39E-15  2.06E-15  8.50E-16  3.44E-16  1.01E-16  3.88E-17
    11       1.88E-11  1.32E-11  8.21E-12  5.63E-12  3.77E-12  2.10E-12  1.26E-12  7.19E-13  3.10E-13  1.54E-13
             7.33E-14  2.60E-14  1.15E-14  4.97E-15  1.59E-15  6.53E-16  2.63E-16  7.69E-17  2.96E-17
    12       1.73E-11  1.21E-11  7.48E-12  5.11E-12  3.39E-12  1.85E-12  1.10E-12  6.16E-13  2.60E-13  1.27E-13
             5.98E-14  2.10E-14  9.19E-15  3.95E-15  1.25E-15  5.14E-16  2.07E-16  6.01E-17  2.31E-17
    13       1.59E-11  1.12E-11  6.87E-12  4.66E-12  3.07E-12  1.65E-12  9.68E-13  5.33E-13  2.21E-13  1.07E-13
             4.96E-14  1.72E-14  7.48E-15  3.19E-15  1.01E-15  4.12E-16  1.65E-16  4.80E-17  1.84E-17
    14       1.48E-11  1.03E-11  6.34E-12  4.28E-12  2.80E-12  1.48E-12  8.56E-13  4.64E-13  1.89E-13  9.03E-14
             4.16E-14  1.42E-14  6.17E-15  2.62E-15  8.23E-16  3.35E-16  1.34E-16  3.89E-17  1.49E-17
    15       1.38E-11  9.67E-12  5.90E-12  3.96E-12  2.57E-12  1.34E-12  7.63E-13  4.08E-13  1.63E-13  7.73E-14
             3.53E-14  1.20E-14  5.15E-15  2.18E-15  6.81E-16  2.77E-16  1.11E-16  3.20E-17  1.23E-17
    16       1.30E-11  9.05E-12  5.51E-12  3.68E-12  2.36E-12  1.21E-12  6.82E-13  3.60E-13  1.42E-13  6.66E-14
             3.01E-14  1.01E-14  4.35E-15  1.83E-15  5.71E-16  2.31E-16  9.23E-17  2.66E-17  1.02E-17
    17       1.15E-11  7.99E-12  4.81E-12  3.18E-12  2.01E-12  1.00E-12  5.51E-13  2.85E-13  1.09E-13  5.05E-14
             2.26E-14  7.49E-15  3.19E-15  1.33E-15  4.13E-16  1.67E-16  6.63E-17  1.91E-17  7.26E-18
    18       1.03E-11  7.15E-12  4.27E-12  2.78E-12  1.73E-12  8.42E-13  4.54E-13  2.30E-13  8.66E-14  3.94E-14
             1.74E-14  5.72E-15  2.41E-15  1.01E-15  3.09E-16  1.24E-16  4.93E-17  1.41E-17  5.37E-18
    19       9.37E-12  6.46E-12  3.81E-12  2.46E-12  1.50E-12  7.15E-13  3.78E-13  1.89E-13  6.98E-14  3.14E-14
             1.37E-14  4.47E-15  1.88E-15  7.77E-16  2.38E-16  9.54E-17  3.77E-17  1.08E-17  4.12E-18
    20       8.17E-12  5.60E-12  3.26E-12  2.06E-12  1.23E-12  5.69E-13  2.94E-13  1.44E-13  5.20E-14  2.31E-14
             9.98E-15  3.20E-15  1.33E-15  5.50E-16  1.67E-16  6.68E-17  2.63E-17  7.52E-18  2.86E-18
    21       6.98E-12  4.73E-12  2.70E-12  1.67E-12  9.73E-13  4.32E-13  2.18E-13  1.04E-13  3.67E-14  1.60E-14
             6.85E-15  2.17E-15  8.97E-16  3.67E-16  1.11E-16  4.41E-17  1.73E-17  4.93E-18  1.87E-18
    22       5.67E-12  3.79E-12  2.09E-12  1.26E-12  7.07E-13  3.00E-13  1.46E-13  6.81E-14  2.33E-14  1.00E-14
             4.23E-15  1.32E-15  5.41E-16  2.19E-16  6.57E-17  2.60E-17  1.02E-17  2.89E-18  1.09E-18
    23       5.02E-12  3.32E-12  1.80E-12  1.06E-12  5.82E-13  2.41E-13  1.16E-13  5.31E-14  1.79E-14  7.64E-15
             3.19E-15  9.90E-16  4.03E-16  1.63E-16  4.86E-17  1.92E-17  7.51E-18  2.12E-18  8.03E-19
    24       4.26E-12  2.77E-12  1.46E-12  8.34E-13  4.48E-13  1.79E-13  8.43E-14  3.80E-14  1.26E-14  5.31E-15
             2.20E-15  6.75E-16  2.73E-16  1.10E-16  3.26E-17  1.29E-17  5.01E-18  1.41E-18  5.33E-19
    25       3.85E-12  2.48E-12  1.28E-12  7.20E-13  3.80E-13  1.49E-13  6.95E-14  3.10E-14  1.02E-14  4.27E-15
             1.76E-15  5.37E-16  2.17E-16  8.70E-17  2.57E-17  1.01E-17  3.93E-18  1.11E-18  4.18E-19
    26       3.34E-12  2.12E-12  1.06E-12  5.86E-13  3.03E-13  1.16E-13  5.33E-14  2.35E-14  7.61E-15  3.16E-15
             1.30E-15  3.93E-16  1.58E-16  6.32E-17  1.86E-17  7.30E-18  2.83E-18  7.96E-19  3.00E-19
    27       2.93E-12  1.83E-12  8.96E-13  4.85E-13  2.46E-13  9.25E-14  4.18E-14  1.82E-14  5.85E-15  2.42E-15
             9.86E-16  2.97E-16  1.19E-16  4.74E-17  1.39E-17  5.45E-18  2.11E-18  5.92E-19  2.23E-19
    28       2.45E-12  1.49E-12  7.08E-13  3.73E-13  1.85E-13  6.78E-14  3.02E-14  1.30E-14  4.11E-15  1.69E-15
             6.83E-16  2.04E-16  8.15E-17  3.24E-17  9.46E-18  3.69E-18  1.43E-18  3.99E-19  1.50E-19
    29       2.00E-12  1.19E-12  5.44E-13  2.80E-13  1.36E-13  4.83E-14  2.12E-14  9.02E-15  2.82E-15  1.15E-15
